0007036-04.2005.4.03.6304
0039031-08.2015.8.26.0000
0003090-53.2016.5.10.0001
0000043-51.2011.5.15.0084
0001038-04.2015.8.10.0055
0801249-48.2013.8.12.0046
2881110-06.2004.8.13.0024
1001136-26.2019.5.02.0080
0010165-63.2022.5.18.0017
0000631-51.2021.4.03.6316
0040661-65.2015.8.19.0042
0026500-11.2004.5.15.0038
0003445-45.2010.8.05.0039
1001807-53.2015.5.02.0318
0806897-76.2015.8.12.0001
8007137-10.2022.8.05.0001
1000663-07.2018.4.01.3501
0020783-72.2021.8.26.0100
0800075-32.2020.8.14.0004
5000887-61.2021.4.04.7000
1502893-67.2019.8.26.0536
1001522-02.2021.8.26.0619
0801603-66.2021.8.10.0105
0464609-47.2020.4.05.0000
0822631-89.2019.8.12.0110
0002188-62.2019.8.16.0168
0000118-63.2005.8.16.0168
5000157-98.2019.4.04.7136
0900144-82.2011.8.24.0045
0040951-19.2013.8.13.0042
0130269-24.2019.8.09.0168
1501445-59.2020.8.26.0363
0010165-08.2017.5.15.0119
0559679-79.2010.8.26.0564
1001299-88.2020.5.02.0203
0086789-69.2018.8.13.0216
0191570-03.2008.8.26.0000
1000305-33.2022.5.02.0060
0003505-69.2019.8.26.0022
1508219-98.2021.8.26.0451
5031421-76.2019.8.13.0079
8079323-65.2021.8.05.0001
0058132-08.2021.8.17.8201
0041352-45.2014.8.13.0151
0003771-92.2013.8.26.0466
0511290-61.2021.4.05.8400
0223476-09.2017.8.13.0145
0010240-54.2019.5.03.0008
0002897-59.2019.8.13.0628
5000420-73.2017.4.04.7210
0002909-89.2019.8.16.0046
0020831-65.2017.5.04.0025
0101303-60.2019.5.01.0512
1501026-73.2020.8.26.0481
0003037-21.2020.8.26.0168
0001424-07.2016.5.06.0008
0020027-35.2021.5.04.0841
0014625-06.2013.8.16.0182
0001067-96.2019.5.07.0039
0041254-07.2017.8.26.0050
0009840-45.2015.8.21.0132
0015396-80.2021.8.19.0000
0000810-38.2013.8.26.0642
0006000-46.2020.8.26.0606
1003638-73.2020.8.26.0438
1001320-90.2018.8.26.0114
0000690-65.2012.5.05.0027
1001083-45.2021.5.02.0316
0001946-36.2019.8.26.0456
1019743-43.2017.8.26.0564
5006033-43.2017.8.09.0051
8006830-81.2020.8.05.0274
0003556-06.2017.8.26.0037
0800282-42.2021.8.19.0041
1038835-05.2021.8.26.0002
0001347-33.2021.4.03.6331
0002848-74.2004.4.03.6183
0196000-34.2001.5.01.0341
0026984-19.2010.8.10.0001
0209274-27.2021.8.26.0500
0056283-63.2012.8.16.0014
8012113-94.2021.8.05.0001
8001013-55.2015.8.05.0001
0000587-84.2015.5.07.0031
0000198-97.2000.8.05.0074
0504417-40.2011.8.26.0361
0021897-02.2021.8.26.0050
0000824-82.2019.8.21.0017
0502247-44.2021.8.05.0001
1001180-86.2019.5.02.0422
5084894-45.2019.8.13.0024
0002903-63.2020.8.19.0014
1514451-94.2018.8.26.0625
0002183-74.2009.4.03.6315
1094349-13.2016.8.26.0100
0015608-64.2015.8.26.0664
0020675-02.2016.5.04.0029
1001817-90.2019.5.02.0372
0007858-89.2006.4.01.3304
0000709-30.2021.4.03.6321
0002291-23.2010.5.15.0052
1006588-29.2019.4.01.3701
0006254-40.2017.4.01.3100
0028217-54.2017.8.26.0100
0042451-98.2021.8.21.7000
1002070-17.2021.8.26.0008
0142959-06.2018.8.13.0105
0738454-04.2021.8.07.0001
0000948-38.2015.8.17.0560
0004096-20.2019.8.21.0006
1040771-38.2016.8.26.0100
0037782-34.2012.8.26.0224
0030372-44.2017.4.01.3500
0004876-59.2021.4.03.6202
5003213-37.2020.4.03.6133
1001381-57.2022.8.26.0001
0006078-47.2019.8.16.0026
0023057-51.2017.8.26.0002
0003291-62.1996.8.26.0191
0600044-42.2020.6.26.0161
0000572-64.2019.5.07.0035
0000402-83.2018.8.26.0541
0097013-88.2003.8.26.0100
0011323-90.2019.5.15.0002
4000862-83.2013.8.26.0506
8001657-93.2021.8.05.0063
1547788-77.2021.8.26.0590
1126012-43.2017.8.26.0100
0364370-43.2013.8.05.0001
0006585-25.2019.8.13.0694
0005938-95.2008.4.04.7000
0000536-47.2021.8.19.0009
2210616-65.2011.8.19.0021
0003652-52.2013.4.01.3800
0010421-09.2019.5.15.0077
0000979-18.2013.5.09.0749
1500112-04.2021.8.26.0536
0018271-10.2003.8.21.0061
8018357-39.2021.8.05.0001
1116570-24.2015.8.26.0100
0101576-84.2017.5.01.0067
1006686-59.2022.8.26.0506
1002694-83.2021.4.01.3310
0005111-36.2015.5.10.0001
1008634-77.2020.8.26.0224
0001298-05.2014.5.21.0009
0035000-47.1993.5.15.0072
1001630-13.2019.5.02.0007
0118880-36.2003.8.12.0001
0011284-74.2016.5.03.0021
0099611-65.1993.8.19.0001
5044782-32.2021.8.24.0000
0000580-55.2003.8.25.0001
0000676-61.2021.5.11.0007
1015799-80.2020.8.26.0482
0010045-24.2019.8.26.0996
0146236-20.2017.8.19.0001
0133672-35.2014.8.13.0145
0602034-30.2019.8.14.0045
1502471-80.2019.8.26.0540
0001521-32.2021.4.03.6302
0016875-07.2018.8.16.0030
0011604-79.2020.8.26.0996
2230172-77.2018.8.26.0000
1005362-25.2018.8.26.0037
0000592-95.2011.8.26.0022
0041388-76.2011.8.26.0007
5529860-66.2020.8.13.0000
0028417-76.2000.8.06.0112
0021868-54.2018.8.26.0050
1000582-09.2019.8.11.0107
1555212-24.2021.8.26.0477
0027453-63.2017.8.16.0030
0000321-58.2001.4.03.6118
1002713-69.2022.8.26.0127
0020386-17.2021.8.19.0000
0101336-81.2021.8.26.9000
0025858-38.2021.8.26.0506
0002991-50.2016.8.26.0466
0501957-15.2006.8.26.0116
0130542-42.2015.8.06.0001
1503595-16.2021.8.26.0577
0002988-30.2016.8.26.0132
0000000-06.2013.4.05.0000
0096520-39.2012.8.09.0175
1001156-81.2014.8.26.0077
0004480-49.2014.8.05.0120
0000709-82.2018.8.24.0059
0011334-20.2012.8.21.0141
1523241-60.2019.8.26.0228
0155111-68.2019.8.06.0001
0701859-74.2019.8.07.0001
0000899-35.2015.5.05.0122
8000303-78.2019.8.05.0006
1002496-77.2021.8.26.0477
1007203-94.2020.8.26.0066
0000079-53.2019.5.06.0023
0010164-98.2017.5.03.0105
0002426-81.2019.4.03.6310
1502393-05.2021.8.26.0609
0005252-70.2020.4.03.6302
2080221-04.2021.8.26.0000
0000855-15.2022.8.19.0030
0000088-44.2020.5.11.0151
1502256-16.2021.8.26.0482
1000711-22.2017.5.02.0386
0000872-77.2015.4.03.6108
1000242-36.2022.8.26.0562
0012640-30.2016.8.06.0164
1080950-19.2013.8.26.0100
8004629-31.2021.8.05.0000
0085400-73.2005.5.02.0018
0010277-27.2014.8.16.0014
0010232-78.2020.5.15.0147
1039677-30.2020.4.01.3500
1000029-54.2019.8.26.0588
0003965-08.2018.8.13.0231
5007632-10.2021.8.19.0500
0008380-11.2020.8.26.0002
0109480-69.2014.8.26.0050
1001484-64.2017.8.26.0575
0107660-11.2021.4.03.6301
1500104-48.2022.8.26.0453
1005218-77.2019.8.26.0114
8021175-52.2020.8.05.0080
0046080-44.2019.4.01.9198
1006380-05.2022.8.26.0114
0000531-02.2019.5.09.0663
0001872-92.2016.8.16.0123
0084274-25.2019.8.19.0001
0702269-86.2020.8.07.0005
1010473-78.2021.8.26.0006
1011181-77.2020.8.26.0002
0000510-90.2020.4.03.6305
0766014-69.1986.4.03.6183
2213702-63.2021.8.26.0000
0012780-07.1996.8.26.0068
1003909-84.2019.8.26.0481
0003020-74.2015.8.21.0046
1507455-42.2021.8.26.0248
0012759-31.2018.8.16.0038
0602795-46.2017.8.04.0001
0001771-42.2017.8.26.0123
0691571-17.2020.8.04.0001
0015995-41.2019.8.26.0502
1064213-80.2007.8.13.0271
0000143-85.2021.8.25.0032
1519286-50.2021.8.26.0228
0001861-88.2012.4.03.6108
0243862-66.2019.8.21.7000
0020834-39.2008.8.18.0140
1501377-57.2020.8.26.0348
0004766-52.2019.4.01.3400
0008025-16.2015.8.19.0052
0004455-58.2020.8.16.0075
0000292-54.2020.4.03.6340
0349811-18.2012.8.05.0001
5006642-76.2020.8.13.0223
0005820-87.2009.4.03.6103
0000334-47.2022.8.26.0007
0000247-96.1995.8.05.0274
0100006-16.2020.5.01.0081
0132250-62.2018.8.19.0001
0011588-24.2004.4.03.6182
0000258-48.2015.8.19.0044
0021751-10.2018.8.19.0066
0002133-90.2016.8.26.0022
0005346-43.2018.8.16.0045
0002465-94.2021.8.19.0210
0022049-03.2020.8.17.2001
0004896-37.2004.8.26.0361
0010528-89.2021.5.15.0107
0013457-62.2021.8.19.0001
0106600-45.2004.5.17.0151
0000483-72.2019.5.14.0091
0000154-42.2016.5.05.0018
0005657-68.2017.8.26.0052
0014668-84.2017.8.06.0115
0027092-04.2014.8.03.0001
0133618-93.2014.8.13.0525
1001409-85.2015.8.26.0319
1001160-79.2016.5.02.0720
1001096-32.2019.5.02.0084
1508077-84.2021.8.26.0228
0016652-35.2019.8.26.0032
0001608-57.2018.8.26.0566
1043397-75.2018.8.26.0224
0000549-30.2010.5.09.0019
0002244-20.2007.8.25.0054
0500499-17.2022.4.05.8103
1003129-27.2020.8.26.0541
0915049-25.2015.8.13.0024
0010658-09.2013.8.21.0086
0023849-48.2021.8.16.0000
5021372-74.2016.8.13.0145
0004324-96.2019.8.19.0055
0100558-63.2017.5.01.0411
5024772-86.2019.4.03.6100
1569787-83.2022.8.26.0224
1000973-88.2021.8.26.0296
0304808-19.2016.8.24.0018
0000202-25.2020.8.17.0390
1015262-08.2016.8.11.0041
0002622-14.2021.4.03.6332
0109051-98.2021.4.03.6301
0001986-78.2017.8.24.0024
0009188-28.2008.8.26.0619
0132843-49.2021.8.26.0500
8000133-57.2017.8.05.0239
0005505-84.2017.8.26.0451
0035914-81.2013.8.13.0342
1001726-07.2016.5.02.0048
0702065-51.2022.8.01.0001
0037207-68.2015.8.13.0487
0003129-93.2020.4.03.6304
5001842-98.2021.4.03.6134
0036922-79.2012.4.03.6182
1500275-52.2021.8.26.0481
0033502-28.2018.4.02.5101
0050080-05.2001.8.08.0011
0003131-31.2006.8.19.0078
0835366-30.2015.8.05.0001
0130500-04.2004.5.15.0122
0704298-46.2019.8.07.0005
1002327-82.2020.8.26.0006
0826024-08.2017.8.02.0001
1520377-30.2021.8.26.0050
0009839-70.2010.8.05.0103
1012499-49.2014.8.26.0053
0004693-68.2021.4.03.6338
1500412-68.2021.8.26.0599
0022867-23.2018.8.26.0562
1022191-58.2019.8.26.0001
1002327-33.2017.8.26.0218
0006331-59.2017.8.26.0565
0020580-22.2018.5.04.0022
0010648-45.2021.5.18.0012
0089177-11.2016.8.19.0001
5013084-47.2019.4.02.5101
0000174-27.2021.5.14.0141
9000824-08.2021.8.21.0065
0336091-38.2019.4.01.9198
0006822-55.2015.4.03.6112
0009181-15.2013.8.16.0045
0001745-27.2008.8.26.0554
0003134-64.1999.8.17.0990
0002116-06.2022.8.01.0001
1000393-25.2022.5.02.0431
0926550-78.1975.8.26.0100
1012237-75.2002.8.26.0100
1008563-91.2020.8.26.0348
1502635-60.2021.8.26.0577
0003214-90.2004.8.25.0000
0001498-65.2021.8.13.0582
5010159-56.2010.4.04.7100
8000849-48.2021.8.05.0141
1501333-88.2021.8.26.0126
0003730-36.2021.8.26.0502
0019314-66.2003.8.03.0001
0002287-46.2021.4.03.6315
5002168-91.2020.4.03.6102
1055196-80.2017.8.26.0053
0020871-18.2003.8.21.0024
1041570-85.2020.8.26.0506
8000540-33.2018.8.05.0173
0303647-87.2014.8.05.0271
0802179-07.2021.8.20.0000
0000443-61.2019.8.05.0036
0000237-38.2014.8.05.0031
1000028-97.2021.8.26.0362
0001957-24.2017.5.07.0033
1000251-75.2022.5.02.0316
0005650-86.2000.8.24.0033
0001281-54.2017.8.26.0144
0000723-16.2019.5.21.0043
1034335-84.2017.8.26.0114
0000807-02.2019.5.14.0402
0003567-25.2020.4.03.6303
0011270-73.2016.5.15.0145
0115104-12.2015.8.13.0702
1618676-78.2016.8.26.0224
0038283-80.2006.8.19.0001
1001400-14.2016.8.26.0053
1034314-35.2020.4.01.3800
0008156-29.2012.8.22.0014
1001533-41.2019.5.02.0709
1013934-61.2021.8.26.0005
0013796-41.2011.8.26.0562
5005471-85.2021.8.21.0010
0000052-33.1987.8.19.0006
1007400-92.2019.8.26.0451
0000562-98.2010.5.15.0039
0055034-80.2021.8.26.0500
0033116-80.2021.8.16.0182
8002579-33.2021.8.05.0032
1057362-16.2021.4.01.3500
5297303-33.2018.8.09.0051
1000081-06.2020.5.02.0371
5814395-41.2020.8.13.0000
0023376-29.2002.8.26.0007
1512019-61.2020.8.26.0228
0016988-95.2018.8.26.0348
0003438-73.2019.4.03.6329
0020420-19.2016.8.26.0405
0001441-50.2021.8.26.0270
1501850-46.2022.8.26.0001
5065934-68.2019.8.09.0051
1000894-92.2018.8.26.0562
1006385-64.2018.8.26.0438
1002630-14.2018.8.26.0153
0000993-12.2015.8.17.0570
5005950-06.2020.4.03.6103
0016882-32.2018.8.16.0019
1035743-13.2017.8.26.0114
5020861-42.2021.8.24.0033
0000567-98.2010.8.14.0136
0008133-48.2021.8.26.0502
0037917-81.2009.8.26.0602
0306177-82.2019.8.24.0005
0010686-40.2020.5.15.0056
9001338-56.2021.8.21.0001
0004576-95.2021.4.03.6332
1014098-31.2018.8.26.0005
0015836-22.2012.8.19.0023
8025197-68.2021.8.05.0000
1001021-46.2021.5.02.0464
0027720-05.2013.4.01.3400
0553929-52.1997.4.03.6182
0469789-91.2015.8.19.0001
1001976-12.2021.8.26.0609
0850849-23.2019.8.10.0001
0000624-97.2019.5.11.0019
0005735-72.2019.8.26.0026
0010387-44.2017.4.01.4000
0001372-52.2017.8.21.0155
1019992-52.2021.8.26.0564
0004649-80.2017.8.06.0127
0327901-40.2012.8.21.7000
1009825-30.2021.4.01.3304
0009829-58.2016.8.14.0008
5002699-94.2021.4.03.6183
0714457-10.2022.8.07.0016
0000452-42.2020.8.04.6300
1009489-24.2021.8.26.0482
1041596-50.2021.8.26.0053
0003860-06.2013.4.01.4101
0001046-60.2017.5.17.0121
0025342-08.2017.8.05.0000
0829907-81.2017.8.12.0001
0144044-85.2009.8.05.0001
1000472-39.1994.8.26.0278
0000352-47.2019.8.26.0145
1004549-18.2016.8.26.0344
1073436-68.2020.8.26.0100
0018550-58.2017.4.01.3500
0000613-73.2004.4.02.5113
1034228-77.2020.8.26.0100
0148948-55.2019.8.21.0001
0012209-93.2006.4.01.3502
1016106-06.2020.8.26.0071
7000444-60.2017.8.22.0023
0005295-14.2014.4.03.6303
0012506-10.2004.8.26.0053
0152613-02.2020.8.19.0001
0014009-64.2013.8.26.0566
0008473-83.2016.8.16.0004
5009542-67.2022.8.13.0027
1000263-82.2021.5.02.0071
0000633-42.2015.5.02.0442
0005961-83.2017.8.26.0079
0604000-52.2015.8.01.0070
0000051-53.2021.5.09.0663
0016451-30.2013.4.01.3800
9000306-71.2016.8.21.0104
0700302-67.2019.8.02.0041
0027667-39.2018.4.01.3500
5005604-22.2020.4.03.6114
0726900-29.2005.5.15.0141
0000743-35.2013.5.15.0091
0410484-03.2019.8.06.0001
1101098-41.2019.8.26.0100
1502550-38.2021.8.26.0007
0347082-79.2017.4.05.0000
0000809-09.2020.8.16.0150
1001257-69.2021.5.02.0020
0002821-25.2021.8.16.0129
0005837-33.2018.8.16.0083
1031934-68.2020.8.26.0224
1001123-70.2014.5.02.0381
0018243-70.2016.8.16.0014
0123367-76.2015.4.02.5001
0008425-14.2010.4.01.3100
0189496-59.2018.8.21.0001
5000139-56.2022.8.13.0324
5015102-32.2020.4.03.6183
0010795-83.2020.5.15.0111
1549692-17.2020.8.26.0090
5000423-07.2019.8.13.0183
0001339-31.2020.8.16.0047
0000268-91.2014.8.25.0034
0012695.55.2017.8.13.0453
0108274-04.2015.8.20.0001
0003540-47.2012.8.26.0451
0002435-12.2018.8.16.0125
0037718-75.2017.4.02.5001
5006491-59.2019.4.04.7101
1001777-81.2021.8.26.0223
1007038-48.2020.8.26.0292
5000887-24.2021.4.03.6310
0028500-63.2013.8.26.0053
0032134-27.2014.8.13.0172
0028033-49.2020.8.26.0050
0812532-44.2021.8.15.0001
0037553-50.1992.8.05.0001
0007855-86.2017.8.26.0502
0000785-76.2015.8.10.0035
1006841-03.2014.8.26.0002
1519968-54.2021.8.26.0050
1009640-93.2020.8.26.0071
0000447-25.2008.8.03.0009
5000840-60.2018.8.13.0452
1011686-63.2021.4.01.3300
1004515-53.2020.8.26.0554
1513124-25.2019.8.26.0320
1028134-48.2020.4.01.3300
5011126-28.2020.4.04.7205
0002799-44.2021.4.03.6310
2116818-32.2021.8.13.0000
1005701-77.2019.8.26.0609
0002770-13.2021.8.16.0000
0000003-92.2021.8.21.0022
1500239-27.2020.8.26.0616
0005491-08.2019.4.03.6303
3446161-41.2010.8.21.0001
0804136-85.2022.8.10.0000
8000116-59.2018.8.05.0021
0031796-21.2012.8.08.0024
1012802-15.2020.8.26.0001
0002445-26.2021.8.26.0496
5015549-41.2021.4.03.6100
0001939-95.2021.8.03.0009
0010018-87.2018.5.03.0019
0013905-61.2014.8.16.0034
1003819-45.2018.8.26.0438
0001891-44.2002.4.01.3000
0004333-40.2009.8.10.0029
0004101-80.2015.8.13.0240
1009847-02.2016.8.26.0114
0011157-68.2021.5.03.0084
1000780-59.2020.5.02.0318
0000604-56.2020.4.03.6202
1511463-59.2020.8.26.0228
7006527-47.2013.8.26.0500
1000290-20.2020.5.02.0065
0002388-96.2019.8.13.0283
0005147-34.2017.8.21.0007
5000995-29.2022.8.21.0055
0040862-36.2012.8.26.0602
0638617-33.2016.8.04.0001
0010136-20.2021.5.03.0064
0530216-89.2007.8.26.0405
1034285-90.2017.8.26.0071
0004776-85.2016.8.16.0123
1003536-91.2019.4.01.3000
5001086-61.2019.8.13.0148
0017417-24.2019.5.16.0003
0002293-89.2005.8.26.0511
1001019-43.2021.4.01.3906
0003056-68.2014.4.01.3821
0002848-26.2015.8.26.0101
0000644-39.2013.5.03.0143
0138615-32.2017.8.06.0001
0000275-62.2021.4.03.6314
0802018-23.2020.8.12.0010
0000021-12.2021.5.06.0013
4010397-20.2013.8.26.0576
0600011-73.2022.6.13.0313
0856955-38.9900.8.26.0090
0035210-54.2019.8.26.0000
0239523-92.2018.8.13.0672
0020458-04.2017.5.04.0811
0386204-81.2011.8.21.7000
1501849-60.2021.8.26.0530
0000237-34.2016.6.14.0015
0000094-91.2011.8.05.0051
1000075-33.2019.8.11.0015
0023398-30.2018.8.26.0071
0017488-74.2013.4.01.4000
1522297-10.2019.8.26.0050
0001988-69.2003.8.19.0059
0194507-15.2008.8.19.0021
0800398-15.2021.8.14.0000
0349923-48.2010.8.09.0129
0000068-15.2013.5.03.0024
1001075-18.2016.5.02.0066
0106800-71.2006.5.05.0036
5001820-69.2021.8.13.0074
0001406-33.2021.4.03.6327
0001245-32.2010.5.05.0034
0534376-49.2014.8.05.0001
0000082-78.2014.8.10.0004
0010693-88.2018.5.03.0168
5004159-42.2021.8.13.0707
1083340-65.2021.4.01.3800
0023799-15.2015.8.19.0011
5009806-15.2020.8.13.0105
0002145-46.2017.8.14.0138
0321222-62.2014.8.09.0024
5011989-57.2015.4.04.7205
5001197-40.2022.8.13.0439
5002608-02.2018.4.04.7211
0681110-62.2012.8.26.0224
5036119-31.2021.8.13.0702
0000005-98.2020.8.16.0034
1035477-90.2020.8.26.0576
4009943-56.2013.8.26.0506
1001956-35.2019.8.26.0045
1503794-91.2021.8.26.0624
0003342-58.2019.4.03.6329
0000348-41.2020.8.05.0183
0010222-14.2021.5.15.0110
0020005-98.2019.5.04.0015
0010858-87.2014.5.15.0089
1500964-65.2020.8.26.0535
0001360-54.2020.4.03.6335
0000963-70.2019.5.08.0203
1046594-08.2014.8.26.0053
0703284-68.2021.8.07.0001
5111711-47.2017.8.09.0051
5140007-22.2020.8.13.0000
0007248-66.2021.8.17.2480
5000102-91.2018.4.03.6108
8008738-88.2021.8.05.0000
2202431-57.2021.8.26.0000
1000839-28.2018.5.02.0056
0051318-64.2002.8.26.0224
5018378-92.2021.4.03.6100
0000949-47.2018.5.06.0019
8057378-56.2020.8.05.0001
0001692-78.2020.8.03.0000
0000349-95.2021.5.12.0005
0002450-80.2015.8.16.0126
0532206-51.2018.4.05.8100
1000614-82.2017.5.02.0463
0188069-27.2018.8.21.0001
0035219-94.2018.8.26.0050
0006256-94.2018.8.19.0010
0009449-73.2017.4.03.6302
1500573-48.2020.8.26.0297
0006931-54.2017.8.26.0606
0000230-47.2020.5.14.0092
0243300-95.2002.5.02.0060
0000452-35.2019.5.06.0007
3002150-68.2021.8.26.0000
0020031-55.2020.5.04.0664
5127942-20.2020.8.13.0024
0156187-93.2020.8.26.0500
7045812-56.2020.8.22.0001
0001360-22.2017.4.03.6315
0219877-96.2020.8.06.0001
0000229-80.2022.5.17.0004
1026104-29.2017.8.26.0224
1500589-83.2019.8.26.0637
0068201-25.2010.8.21.0037
0309200-79.2005.5.02.0202
0017949-59.2004.8.06.0000
1000932-28.2022.8.26.0445
0020291-66.2016.5.04.0020
9003934-55.2018.8.21.0021
5000477-63.2020.8.13.0271
0002796-63.2017.8.26.0520
0027179-61.2010.8.26.0032
0011244-08.2019.5.15.0004
1501760-16.2021.8.26.0537
1519128-65.2021.8.26.0625
5002602-17.2021.4.03.6338
0000302-97.2021.4.03.6329
0001229-09.2020.4.03.6326
5054369-84.2017.4.04.9999
1502340-68.2021.8.26.0562
5002792-30.2020.8.13.0153
0028571-61.2020.8.19.0038
5000610-41.2018.4.03.6139
0049783-87.2020.8.25.0001
0565689-33.2019.8.13.0000
5005044-23.2021.8.24.0037
0005844-18.2021.8.26.0026
0003664-51.2016.8.16.0036
5001044-37.2017.4.04.7109
0026286-73.2016.4.01.3400
0052730-50.2020.8.06.0064
0010963-22.2020.5.18.0008
0015800-39.2000.5.15.0127
0001234-13.2021.8.26.0024
0242501-08.2021.8.06.0001
0196900-13.2010.5.02.0005
0001466-15.2017.5.09.0242
0165051-62.2016.8.06.0001
0100094-10.2021.5.01.0246
5004504-30.2015.4.04.7003
0022968-17.2016.8.26.0405
0003378-78.2021.8.26.0405
1018153-36.2021.8.26.0032
0001743-59.2019.4.03.6305
0011225-91.2019.5.03.0147
5002966-66.2021.4.03.6183
1022579-61.2020.8.26.0506
0001081-33.2021.8.16.0161
0016582-42.2019.5.16.0001
1000858-50.2021.5.02.0049
5001214-46.2022.8.13.0352
0700079-36.2018.8.02.0143
5000081-04.2009.8.21.0060
9000116-80.2020.8.21.0068
0000214-06.2022.8.26.0071
0000578-50.2011.8.26.0301
0017578-33.2015.8.26.0007
1008196-56.2021.8.26.0114
8000123-56.2022.8.05.0265
0303682-15.2019.8.24.0054
2142599-93.2021.8.26.0000
0618711-07.2014.8.13.0024
8018981-25.2020.8.05.0001
1002565-82.2020.8.26.0562
5160773-24.2020.8.13.0024
0078671-66.2014.4.01.3400
5007985-13.2020.4.04.7201
0000080-66.1999.8.05.0233
0039842-74.2018.4.01.3400
0000367-17.2021.5.05.0004
0019137-30.2009.8.19.0007
0006269-88.2019.8.05.0191
0018363-41.2015.8.07.0001
1509333-35.2021.8.26.0625
8023122-24.2017.8.11.0002
1500189-25.2019.8.26.0587
5141060-29.2021.8.13.0024
1016868-15.2019.8.26.0602
1019117-71.2020.8.26.0482
0638632-26.2021.8.04.0001
0005247-69.2021.8.03.0000
1024186-48.2021.8.26.0224
4000069-54.2021.8.16.0115
0100351-67.2021.5.01.0203
1507798-16.2022.8.26.0050
7000001-69.2020.8.26.0128
5011655-52.2020.8.21.0023
1003031-75.2021.4.01.3503
0159200-51.1989.5.15.0013
0004377-31.2020.8.04.0000
5001929-95.2022.8.13.0188
5013718-38.2022.4.02.5101
1041018-30.2019.8.26.0224
5000758-56.2021.8.13.0118
0005757-82.2015.4.01.0000
5001339-95.2021.4.03.6128
0745741-70.2021.8.07.0016
5000829-66.2022.8.13.0686
1001126-85.2017.8.26.0127
0006652-13.2015.8.11.0006
1112652-75.2016.8.26.0100
0018055-26.2015.8.26.0405
1001096-58.2018.8.26.0016
0030468-06.2015.8.21.0019
0036595-34.2013.4.03.6301
0000084-06.2017.5.17.0002
0009278-48.2019.4.03.6302
1512653-59.2021.8.26.0604
0009617-09.2022.8.26.0100
2116136-90.2016.8.26.0000
1020135-78.2021.8.26.0196
0237343-97.2015.8.13.0223
0664375-38.2021.8.04.0001
1591844-37.2018.8.26.0224
0057528-65.2019.8.16.0014
1502180-33.2021.8.26.0048
5038255-35.2020.8.13.0702
0001615-93.2013.8.24.0044
0015615-26.2006.8.24.0018
0001004-38.2018.5.09.0011
0000798-21.2021.5.06.0005
0000219-80.2019.5.05.0196
1001631-06.2018.5.02.0242
0000918-70.2021.8.16.0123
0670749-33.2013.8.13.0702
0000284-37.2022.8.26.0228
1001255-12.2021.8.26.0625
0000663-90.2010.5.02.0074
0156800-18.2006.5.02.0373
1520843-55.2021.8.26.0266
0020175-03.2021.5.04.0241
7011349-85.2020.8.22.0002
0002491-73.2015.5.11.0017
0000122-38.2015.8.05.0045
1033129-86.2020.4.01.3500
0000066-10.2013.8.05.0066
5067312-66.2018.8.13.0024
0002341-54.2020.8.26.0533
0010617-89.2015.5.03.0129
0800202-92.2020.8.14.0028
8000175-51.2018.8.05.0246
0009021-06.2021.8.26.0344
1005614-91.2021.4.01.4001
0000848-38.2015.8.26.0397
1000575-73.2019.8.26.0115
